@relation mix4sci-lbp

@attribute x0 numeric
@attribute ' x1' numeric
@attribute ' x2' numeric
@attribute ' x3' numeric
@attribute ' x4' numeric
@attribute ' x5' numeric
@attribute ' x6' numeric
@attribute ' x7' numeric
@attribute ' x8' numeric
@attribute ' x9' numeric
@attribute ' x10' numeric
@attribute ' x11' numeric
@attribute ' x12' numeric
@attribute ' x13' numeric
@attribute ' x14' numeric
@attribute ' x15' numeric
@attribute ' x16' numeric
@attribute ' x17' numeric
@attribute ' class' {' rossolevanto',' onyx',' keivan',' black'}

@data
0.0661,0.0538,0.0223,0.0153,0.0135,0.013,0.0128,0.0143,0.0161,0.0191,0.0146,0.0165,0.0156,0.0195,0.0294,0.0487,0.0674,0.5412,' keivan'
0.0644,0.0539,0.0207,0.0135,0.0113,0.0108,0.0108,0.0119,0.0133,0.0164,0.013,0.0154,0.0148,0.0197,0.0264,0.0524,0.0681,0.5624,' keivan'
0.0783,0.066,0.0158,0.0113,0.0078,0.0067,0.0061,0.0064,0.0079,0.01,0.0069,0.0089,0.0096,0.017,0.0253,0.054,0.0727,0.5883,' keivan'
0.0673,0.0559,0.0186,0.012,0.011,0.0107,0.0102,0.0118,0.0121,0.0156,0.012,0.0155,0.0148,0.0196,0.0282,0.0527,0.0675,0.5637,' keivan'
0.0787,0.0647,0.0169,0.011,0.0079,0.0071,0.0062,0.0068,0.0073,0.0115,0.0073,0.0098,0.0106,0.0155,0.0272,0.053,0.0703,0.5875,' keivan'
0.0679,0.0588,0.017,0.0112,0.0081,0.0069,0.0069,0.0069,0.0091,0.0121,0.008,0.0105,0.0119,0.0167,0.0284,0.0596,0.0736,0.5857,' keivan'
0.067,0.058,0.0184,0.0109,0.0076,0.0065,0.0063,0.0064,0.008,0.0108,0.0064,0.0097,0.0095,0.0156,0.0252,0.0594,0.0742,0.5992,' keivan'
0.0779,0.0657,0.015,0.01,0.0059,0.0052,0.005,0.0052,0.0071,0.009,0.0064,0.0089,0.0104,0.0157,0.0256,0.0554,0.0712,0.5993,' keivan'
0.0795,0.0647,0.0152,0.0082,0.006,0.0054,0.0047,0.0054,0.0059,0.0089,0.0063,0.0086,0.0092,0.0146,0.025,0.054,0.0698,0.6078,' keivan'
0.0504,0.0443,0.0223,0.0135,0.0076,0.0077,0.0073,0.0082,0.0072,0.0111,0.0065,0.0092,0.0091,0.02,0.0345,0.0606,0.1215,0.5583,' black'
0.041,0.0403,0.0206,0.0133,0.0121,0.0164,0.0255,0.0438,0.051,0.0439,0.0265,0.022,0.0168,0.0175,0.0246,0.0462,0.0747,0.4626,' black'
0.0439,0.0427,0.0155,0.0097,0.0094,0.0146,0.017,0.0233,0.0244,0.0231,0.0151,0.015,0.012,0.0166,0.0239,0.0575,0.0932,0.5421,' black'
0.0397,0.0322,0.0255,0.0185,0.0181,0.0261,0.0405,0.0693,0.087,0.0689,0.0408,0.0308,0.0216,0.0214,0.0249,0.0343,0.0516,0.3479,' black'
0.0372,0.0325,0.0234,0.0173,0.017,0.0231,0.0379,0.0616,0.0771,0.0648,0.0401,0.028,0.019,0.0199,0.0244,0.0346,0.0572,0.3841,' black'
0.0488,0.0422,0.0238,0.0149,0.0125,0.0137,0.0152,0.0187,0.0208,0.0225,0.0158,0.0151,0.0138,0.0186,0.0292,0.0471,0.1295,0.4966,' black'
0.0374,0.0334,0.0226,0.016,0.0167,0.0248,0.0385,0.0641,0.0783,0.0624,0.0363,0.0249,0.0183,0.0192,0.0232,0.037,0.0574,0.3888,' black'
0.0498,0.0449,0.0222,0.0133,0.0132,0.017,0.021,0.0276,0.0297,0.028,0.0172,0.0151,0.0126,0.0167,0.027,0.0539,0.0829,0.5071,' black'
0.0552,0.048,0.0241,0.0141,0.0104,0.0105,0.0099,0.0117,0.0114,0.0146,0.0102,0.0115,0.0112,0.017,0.0298,0.0565,0.1052,0.5476,' black'
0.0456,0.0415,0.0244,0.0159,0.0138,0.0182,0.0246,0.0345,0.0418,0.0364,0.0228,0.0199,0.0157,0.019,0.0284,0.0494,0.0784,0.469,' black'
0.052,0.0477,0.0239,0.0138,0.0108,0.012,0.0148,0.0175,0.0195,0.0202,0.0123,0.0128,0.0112,0.0168,0.0301,0.0585,0.092,0.5332,' black'
0.0531,0.0466,0.0225,0.0119,0.0078,0.0083,0.0077,0.0085,0.0082,0.0109,0.0066,0.0086,0.0083,0.016,0.032,0.0564,0.1273,0.5583,' black'
0.0523,0.048,0.0223,0.0144,0.01,0.0092,0.0094,0.0101,0.0103,0.0143,0.0099,0.0117,0.0112,0.0201,0.0334,0.0574,0.0971,0.558,' black'
0.0591,0.0495,0.021,0.0108,0.0082,0.0078,0.009,0.0084,0.0076,0.0104,0.0062,0.0082,0.0073,0.0149,0.0311,0.068,0.1098,0.5618,' black'
0.0538,0.0455,0.0233,0.0136,0.0097,0.0107,0.0126,0.0168,0.024,0.032,0.0161,0.0142,0.0098,0.0144,0.0267,0.0567,0.0907,0.5285,' black'
0.0452,0.0398,0.0175,0.0115,0.0122,0.0182,0.0248,0.0341,0.0428,0.0412,0.0243,0.0189,0.0147,0.0163,0.0222,0.0449,0.086,0.4847,' black'
0.0411,0.0376,0.0187,0.0143,0.0148,0.0204,0.0303,0.0474,0.0531,0.046,0.0281,0.0221,0.0154,0.0168,0.0217,0.0432,0.0797,0.4487,' black'
0.0425,0.0375,0.0181,0.0139,0.0165,0.023,0.0347,0.0583,0.0696,0.0528,0.0308,0.0227,0.0173,0.0186,0.0215,0.042,0.0582,0.421,' black'
0.0591,0.0436,0.0319,0.0202,0.0169,0.0164,0.0185,0.0254,0.0374,0.0314,0.0199,0.0188,0.0169,0.0207,0.0301,0.0469,0.0754,0.4694,' black'
0.056,0.0352,0.0255,0.0169,0.0112,0.0105,0.0103,0.0119,0.0126,0.0154,0.0111,0.0122,0.012,0.0195,0.0317,0.0504,0.2204,0.4361,' black'
0.0691,0.0411,0.0337,0.023,0.0153,0.0135,0.0143,0.016,0.0206,0.0204,0.0132,0.014,0.0135,0.0188,0.0314,0.0526,0.0836,0.5049,' black'
0.0613,0.0452,0.0287,0.018,0.0126,0.0124,0.0122,0.0134,0.0125,0.0153,0.011,0.0125,0.0122,0.0187,0.0309,0.0553,0.0962,0.5308,' black'
0.0482,0.0392,0.025,0.0159,0.0118,0.0149,0.0183,0.0236,0.0248,0.0239,0.0183,0.0176,0.0164,0.0225,0.0311,0.0474,0.0922,0.508,' black'
0.0674,0.0451,0.0299,0.0201,0.0143,0.0127,0.012,0.0122,0.0117,0.0149,0.0108,0.0114,0.0119,0.0186,0.0313,0.0552,0.0837,0.536,' black'
0.0726,0.0484,0.0319,0.0185,0.0113,0.0091,0.0076,0.0072,0.0072,0.0115,0.0069,0.0104,0.0102,0.0182,0.0316,0.0573,0.0907,0.5485,' black'
0.0727,0.0439,0.0327,0.0184,0.0123,0.0111,0.0125,0.0131,0.0142,0.0156,0.0101,0.0105,0.0112,0.0168,0.0273,0.0564,0.0835,0.5368,' black'
0.0623,0.048,0.027,0.0156,0.0108,0.011,0.0102,0.0105,0.0117,0.0132,0.0081,0.0099,0.0086,0.016,0.0275,0.0603,0.0936,0.5546,' black'
0.0707,0.0479,0.03,0.0167,0.0097,0.0081,0.0072,0.0079,0.0083,0.0107,0.007,0.0078,0.0079,0.0157,0.0268,0.0595,0.0919,0.5652,' black'
0.0731,0.0509,0.028,0.0151,0.0073,0.0064,0.0057,0.0054,0.0054,0.0076,0.006,0.0091,0.0073,0.0142,0.03,0.0602,0.0904,0.5771,' black'
0.0688,0.0452,0.033,0.0194,0.0121,0.0109,0.0102,0.0103,0.0115,0.0148,0.0102,0.0113,0.011,0.0176,0.0331,0.0576,0.0896,0.5325,' black'
0.0628,0.0514,0.0169,0.0097,0.0086,0.0094,0.0104,0.0121,0.0137,0.0138,0.009,0.0104,0.0096,0.0122,0.0188,0.0612,0.0848,0.5845,' black'
0.0631,0.0506,0.022,0.0115,0.0076,0.0087,0.0098,0.0103,0.0097,0.0122,0.0088,0.0103,0.0098,0.0142,0.0211,0.0579,0.0854,0.5861,' black'
0.0468,0.0408,0.022,0.012,0.0067,0.0065,0.0062,0.0061,0.0062,0.0117,0.0055,0.0095,0.0092,0.0194,0.0398,0.0638,0.1309,0.5559,' black'
0.0485,0.0399,0.0194,0.0111,0.007,0.0075,0.0072,0.0076,0.0068,0.0126,0.007,0.0111,0.0108,0.0237,0.0428,0.0692,0.135,0.532,' black'
0.0486,0.0495,0.0191,0.0108,0.0075,0.0089,0.0095,0.0097,0.0088,0.0107,0.0063,0.0082,0.0086,0.015,0.0275,0.0606,0.118,0.5716,' black'
0.0446,0.0407,0.02,0.0131,0.0118,0.0142,0.0227,0.0361,0.043,0.0412,0.0246,0.0205,0.0148,0.0198,0.027,0.0477,0.0739,0.4833,' black'
0.0503,0.0461,0.0204,0.0098,0.0058,0.006,0.0065,0.0069,0.0066,0.0096,0.0061,0.0092,0.0086,0.02,0.0376,0.0634,0.1284,0.5579,' black'
0.0484,0.0461,0.0165,0.0081,0.0047,0.0051,0.005,0.0057,0.0048,0.0071,0.0036,0.0058,0.0068,0.0155,0.032,0.0655,0.1295,0.5887,' black'
0.0446,0.0405,0.0191,0.0128,0.0114,0.0164,0.021,0.0287,0.0298,0.0315,0.019,0.0173,0.0145,0.019,0.0272,0.051,0.0831,0.5123,' black'
0.041,0.0398,0.0165,0.012,0.013,0.0177,0.0252,0.0371,0.0435,0.0399,0.0251,0.0213,0.0152,0.0179,0.0226,0.049,0.0716,0.4906,' black'
0.0605,0.0537,0.0272,0.0138,0.0103,0.0093,0.0079,0.0071,0.0071,0.0073,0.0043,0.0052,0.0042,0.006,0.0125,0.0576,0.141,0.5641,' black'
0.0654,0.0541,0.0234,0.0122,0.0094,0.0095,0.0087,0.008,0.0082,0.007,0.0042,0.0048,0.0039,0.006,0.0114,0.0618,0.1304,0.5709,' black'
0.0561,0.05,0.0164,0.0108,0.0083,0.008,0.0089,0.0096,0.0099,0.0116,0.0053,0.0074,0.0063,0.0102,0.0215,0.0719,0.1065,0.5802,' black'
0.0689,0.0544,0.0149,0.0092,0.0084,0.0084,0.0087,0.0065,0.0059,0.0046,0.0033,0.0039,0.0042,0.006,0.011,0.0482,0.1661,0.5665,' black'
0.0409,0.0353,0.018,0.0111,0.0077,0.0088,0.0094,0.011,0.0094,0.0187,0.0122,0.0179,0.0174,0.0332,0.05,0.0752,0.1769,0.4459,' black'
0.0437,0.0399,0.0123,0.0065,0.0057,0.0067,0.006,0.0049,0.0045,0.0061,0.0034,0.0058,0.0063,0.0139,0.0253,0.0358,0.3777,0.3946,' black'
0.0517,0.0495,0.0221,0.0133,0.0092,0.0102,0.0103,0.0114,0.011,0.0125,0.0092,0.0131,0.0111,0.0183,0.0298,0.0574,0.0926,0.5664,' black'
0.056,0.0502,0.0175,0.0078,0.0058,0.0061,0.0058,0.0057,0.0048,0.0088,0.0033,0.007,0.0056,0.0129,0.0293,0.0678,0.1104,0.5943,' black'
0.044,0.0419,0.0155,0.0074,0.0045,0.0055,0.0059,0.0048,0.0053,0.0091,0.0043,0.008,0.0077,0.0188,0.0315,0.0636,0.1378,0.5834,' black'
0.041,0.0403,0.0206,0.0133,0.0121,0.0164,0.0255,0.0438,0.051,0.0439,0.0265,0.022,0.0168,0.0175,0.0246,0.0462,0.0747,0.4626,' black'
